"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina"
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1973_1_016_072","Kortesalmi, J. Juhani",1933,2019,"Male","36-45","1960-2000","Very Short","vallankumous","aihea lisäkysymyknen tiedustella kunnioittavasti hallitus ryhtyä mikään toimi johdosta ensiksi äskeinen kouluneuvostovaalei julkinen juliste esittää tavoitte kouluneuvosto vallankumous neuvosto-suomi ilmoittaa presidentti hallitus kouluhallitus opetusministeriö edus#kunta yleisradio sak teiniliitto hallitus sallia tunnettu uusvasemmistolainen kustannusvirkailijain toimittaa","aihea lisäkysymyknen tiedustella kunnioittavasti hallitus ryhtyä mikään toimi johdosta ensiksi äskeinen kouluneuvostovaalei julkinen juliste esittää tavoitte kouluneuvosto vallankumous neuvosto-suomi ilmoittaa presidentti hallitus kouluhallitus opetusministeriö eduskunta yleisradio sak teiniliitto hallitus sallia tunnettu uusvasemmistolainen kustannusvirkailijain toimittaa","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1972_1_142_198","Kortesalmi, J. Juhani",1933,2019,"Male","36-45","1960-2000","Very Long","vallankumous","perhe-elämä varttunee suku#polvi ilmeinen tarkoituknen nuori joukko massa vähittäinen kasvattaminen ohjaaminen vallanikumouksellinen tilanne ed honkoinen kapitalisti vallan#kumous tehdä koti seuraus koulu maailma joutua sellainen tilanne opettaja yhteisjärjestö ryhtyä vaatia kouluviranomainen poliittinen","perhe-elämä varttunee sukupolvi ilmeinen tarkoituknen nuori joukko massa vähittäinen kasvattaminen ohjaaminen vallanikumouksellinen tilanne ed honkoinen kapitalisti vallankumous tehdä koti seuraus koulu maailma joutua sellainen tilanne opettaja yhteisjärjestö ryhtyä vaatia kouluviranomainen poliittinen","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1973_1_031_008","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Long","vallankumous","kansa alistua tällainen meno luottaa väärinkäytetty puolueuskol iisuus luottaa katteettoma lupaus puheisi skdl vetäytyä taakse leipä parata vallankumous tehdä merkitä eläkeläinen hauda saa parannunen vallankumous smp kannattaa väki#valtainen vallankumous","kansa alistua tällainen meno luottaa väärinkäytetty puolueuskol iisuus luottaa katteettoma lupaus puheisi skdl vetäytyä taakse leipä parata vallankumous tehdä merkitä eläkeläinen hauda saa parannunen vallankumous smp kannattaa väkivaltainen vallankumous","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_042_059","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","hetra puhe#mies kyllä lä raaka puheen#vuoro ed södermanna sosiali#demokraatti väärä tuomio saada oikeus vallankumous saada poliittinen tuomioistuin raaka linja ihmisyys yksilö ihminen kohtaan","hetra puhemies kyllä lä raaka puheenvuoro ed södermanna sosialidemokraatti väärä tuomio saada oikeus vallankumous saada poliittinen tuomioistuin raaka linja ihmisyys yksilö ihminen kohtaan","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1980_1_080_038","Vennamo, Veikko",1913,1997,"Male","66+","1960-2000","Short","kapina","varma herra puhe#mies ratkaiseva käsittely ns kapina#laki nykyinen säännös puolustus#voimat antaa poliisi virka-apu polia pyyntö väkiva omaisuus tuhoaminen kapina uhata ei polia voima te tällainen laittoma vaarallinen teko estäminen fa kysymys kansa sortaminen tarpeettoa puolustus#voimat käyttö käyttö käyttö poliinen voima riittää koivisto virolainen aalto kansanrintamahallitus yksimielisesti keppu sisäministeri uusitalo allekirjoittaa esitys esittää edus#kunta kapina tällainen vaarallinen väkiva uhata poliisi saaka pyytää itselli apu alistaa sisäministeriö pyytää pyytää puolustusministeriö apu","varma herra puhemies ratkaiseva käsittely ns kapinalaki nykyinen säännös puolustusvoimat antaa poliisi virka-apu polia pyyntö väkiva omaisuus tuhoaminen kapina uhata ei polia voima te tällainen laittoma vaarallinen teko estäminen fa kysymys kansa sortaminen tarpeettoa puolustusvoimat käyttö käyttö käyttö poliinen voima riittää koivisto virolainen aalto kansanrintamahallitus yksimielisesti keppu sisäministeri uusitalo allekirjoittaa esitys esittää eduskunta kapina tällainen vaarallinen väkiva uhata poliisi saaka pyytää itselli apu alistaa sisäministeriö pyytää pyytää puolustusministeriö apu","Center",0,1
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1979_1_081_019","Vennamo, Veikko",1913,1997,"Male","66+","1960-2000","Very Short","vallankumous","smp muutos iloinen kohta hallitus korja haluaä jatkaa vanha linja se katkera kansa vallankumous linja","smp muutos iloinen kohta hallitus korja haluaä jatkaa vanha linja se katkera kansa vallankumous linja","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1985_1_127_008","Vainio, Mikko",1923,2017,"Male","56-65","1960-2000","Very Long","kapina","asua huomattavasti turvata riittävä opetus äidinkiele kevät tuloratkaisu johtaa tie ennättää keräytyä moni ongelma hyväosainen kapina keskustelu palkansaajarahastostaa valtio kunta palvelus olla henkilö palkkaus jälkeenjääneisyys palveluammatei toimia unohtaminen mahdollisuus luominen työ#paikka syntyminen maa sivu sytjäalueilla kysymys","asua huomattavasti turvata riittävä opetus äidinkiele kevät tuloratkaisu johtaa tie ennättää keräytyä moni ongelma hyväosainen kapina keskustelu palkansaajarahastostaa valtio kunta palvelus olla henkilö palkkaus jälkeenjääneisyys palveluammatei toimia unohtaminen mahdollisuus luominen työpaikka syntyminen maa sivu sytjäalueilla kysymys","Center",0,1
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_048_013","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","luonnollinen keskusta#puolue jälkeä skdl n taho lähteä tukea sorsa — virolainen hallitus kommunisti linja selvä kansa nälkä varmasti vallankumous tyytyväinen kansa tehdä vallankumous moraaliton politiikka ed juvela lausumaa eduskunna oikeus lausua käsitys olla edus#kunta hajottaa","luonnollinen keskustapuolue jälkeä skdl n taho lähteä tukea sorsa — virolainen hallitus kommunisti linja selvä kansa nälkä varmasti vallankumous tyytyväinen kansa tehdä vallankumous moraaliton politiikka ed juvela lausumaa eduskunna oikeus lausua käsitys olla eduskunta hajottaa","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1973_1_102_142","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","ylioppilas saada ehdoton enemmistö tukea yhteiskuntapoliittinen voima terve oikea kehitys kiihkoilu perustellu asiallinen esitys terve edistys vallankumous tuhoaminen yksi harppaus edistys rakentaminen epäkohti poistaminen kanta yrittää leimata äärioikeistolainen ihmetellä sosiali#demokraatti skdl","ylioppilas saada ehdoton enemmistö tukea yhteiskuntapoliittinen voima terve oikea kehitys kiihkoilu perustellu asiallinen esitys terve edistys vallankumous tuhoaminen yksi harppaus edistys rakentaminen epäkohti poistaminen kanta yrittää leimata äärioikeistolainen ihmetellä sosialidemokraatti skdl","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_2_052_034","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","ymmärtää skdl n mukanaoloa tämmöinen leiki laskelmoa katkera kansa duunari kärsiä varmasti vallankumous kylmä aate käydä ihminen tarpe pimeästi sallia oikeisto raha ansaita kohtuuttomasti pitkä tähtäin laskelmoa ahneus päättyä","ymmärtää skdl n mukanaoloa tämmöinen leiki laskelmoa katkera kansa duunari kärsiä varmasti vallankumous kylmä aate käydä ihminen tarpe pimeästi sallia oikeisto raha ansaita kohtuuttomasti pitkä tähtäin laskelmoa ahneus päättyä","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1972_1_053_029","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","jarru#mies poistaa vasen voima tietää huono kansa elämä katkera varma vallankumous äärimmäisyys ruokkia toisia yrittää väittää perustus#laki muutos johtaa väki ajaa etelä totta kokoomus ryhmä","jarrumies poistaa vasen voima tietää huono kansa elämä katkera varma vallankumous äärimmäisyys ruokkia toisia yrittää väittää perustuslaki muutos johtaa väki ajaa etelä totta kokoomus ryhmä","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1968_1_093_083","Vennamo, Veikko",1913,1997,"Male","46-55","1960-2000","Long","vallankumous","toteutettaa puolue#laki vallankaappauknen suomi kansa varoittaa mäinen vakavinen rappioilmiöinen myöhä toistaa herra historia kertoa vallankumous syödä omiai lapsi tehdä puoluetukiraha puolue#laki tehdä erehtyä ennusta nilkka käydä min","toteutettaa puoluelaki vallankaappauknen suomi kansa varoittaa mäinen vakavinen rappioilmiöinen myöhä toistaa herra historia kertoa vallankumous syödä omiai lapsi tehdä puoluetukiraha puoluelaki tehdä erehtyä ennusta nilkka käydä min","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_2_067_338","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Long","vallankumous","kiusata jatkuvasti työ toimeen#tulo puute sata#tuhat suomalainen pakkoajtaa ruotsi päivä täydellinen taloudellinen umpikuja edessä yhteis#kunnallinen vallankumous samanaikaisesti tuhota keskisuuri pieni yritteliäisyys syrjitä työvaltainen yritteliäisyys työ maa sosialistinen puolue keppu kokoomus tahto panna erikoisvero","kiusata jatkuvasti työ toimeentulo puute satatuhat suomalainen pakkoajtaa ruotsi päivä täydellinen taloudellinen umpikuja edessä yhteiskunnallinen vallankumous samanaikaisesti tuhota keskisuuri pieni yritteliäisyys syrjitä työvaltainen yritteliäisyys työ maa sosialistinen puolue keppu kokoomus tahto panna erikoisvero","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1977_1_034_013","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","moni työehtosopimus liinamaa-sopimus ehdotus liinamaa-#sopimus suosia suurituloinen epärehellinen typerä hoitaminen tarkoitus saada kansa köyhä katkera vallankumous menettää vapaa pohjoismainen yhteiskuntajärjestelm smp n mieli tällainen hoito edesvastuuton syy kukaan syy synen sepi","moni työehtosopimus liinamaa-sopimus ehdotus liinamaa-sopimus suosia suurituloinen epärehellinen typerä hoitaminen tarkoitus saada kansa köyhä katkera vallankumous menettää vapaa pohjoismainen yhteiskuntajärjestelm smp n mieli tällainen hoito edesvastuuton syy kukaan syy synen sepi","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_048_031","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","selvä toisin sanoen ohje kaapatka valta heittää sorsa-virolainen ministeri pello mennä hallituknen järjestys toisin sanoen neuvo tehä vallankumous kaapata valta fi tarvita laillinen hallitus kun oikeusjärjestys määräää hallitus lehterä panna ministeri selvä","selvä toisin sanoen ohje kaapatka valta heittää sorsa-virolainen ministeri pello mennä hallituknen järjestys toisin sanoen neuvo tehä vallankumous kaapata valta fi tarvita laillinen hallitus kun oikeusjärjestys määräää hallitus lehterä panna ministeri selvä","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1968_1_067_015","Vennamo, Veikko",1913,1997,"Male","46-55","1960-2000","Very Long","vallankumous","myydä herneroka vakuuttaa nykyinen valta pitävi historia todistus kumoamaton kertoa harvain#valta järjestelä vallankumouknen havainva vallankumous syödä lapsi kuvitelle pelastaa itsellensä pysyvä asema auringo todellisuus lyödä ratkaiseva nauta valta-asema ruumisarkku verrata puoluetukiraha maa","myydä herneroka vakuuttaa nykyinen valta pitävi historia todistus kumoamaton kertoa harvainvalta järjestelä vallankumouknen havainva vallankumous syödä lapsi kuvitelle pelastaa itsellensä pysyvä asema auringo todellisuus lyödä ratkaiseva nauta valta-asema ruumisarkku verrata puoluetukiraha maa","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1982_1_052_053","Vennamo, Veikko",1913,1997,"Male","66+","1960-2000","Very Short","vallankumous","olla yksityinen omistusoikeus jyrkästaa mieli muutamalle hara kerätä omistus#oikeus tehdä vallankumous edellytys luoda tulla nicaraguassa vallankumous itälä narrata kepulainen linja mennä isolta maa omistus#oikeus ydin s itälä lähteä kallio vääristeleä","olla yksityinen omistusoikeus jyrkästaa mieli muutamalle hara kerätä omistusoikeus tehdä vallankumous edellytys luoda tulla nicaraguassa vallankumous itälä narrata kepulainen linja mennä isolta maa omistusoikeus ydin s itälä lähteä kallio vääristeleä","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1971_1_021_009","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Long","vallankumous","ulos hallitus esiinnytä rohkea vähäväkinen puolustaja kylmä aatepoliitta tavoitte leiväs taistella työ#mies tosi#asiallisesti jättää pettää seisaa puolue#poliittinen peli luokkakantainen vallankumous skdl lle tärkeän työ#mies leipä tietää suomi kansa poliittinen peli lasku maksaa syyttö suomi kansa poliittinen ilmapiiri syksy alkaen","ulos hallitus esiinnytä rohkea vähäväkinen puolustaja kylmä aatepoliitta tavoitte leiväs taistella työmies tosiasiallisesti jättää pettää seisaa puoluepoliittinen peli luokkakantainen vallankumous skdl lle tärkeän työmies leipä tietää suomi kansa poliittinen peli lasku maksaa syyttö suomi kansa poliittinen ilmapiiri syksy alkaen","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1980_1_126_147","Vennamo, Veikko",1913,1997,"Male","66+","1960-2000","Very Short","sisällissota","herra puhe#mies todeta maatalouspoliittinen keskustelu puhjeta mätäpaise keppu sisällissota julkinen edus#kunta väyrynen mies todistaa virolainen linna maatalouspolitiikka päin hiis kaikkein paha ulkomainen raaka-aine varassa","herra puhemies todeta maatalouspoliittinen keskustelu puhjeta mätäpaise keppu sisällissota julkinen eduskunta väyrynen mies todistaa virolainen linna maatalouspolitiikka päin hiis kaikkein paha ulkomainen raaka-aine varassa","Center",0,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1973_1_099_028","Kortesalmi, J. Juhani",1933,2019,"Male","36-45","1960-2000","Long","vallankumous","olla mm lenini osa kehottaa suorastaan käyttää väki#valta terrori määrätilantei kansa hiljainen enemmistö saada hiljainen rauhallinen tie päästä vallankumous toteuttaa nopea tahti tunneta stalini hirmu#teko väkiva verilöyly ed sinisalo pahoittaa mieli suomi korkeakoulumaaila tällainen teos","olla mm lenini osa kehottaa suorastaan käyttää väkivalta terrori määrätilantei kansa hiljainen enemmistö saada hiljainen rauhallinen tie päästä vallankumous toteuttaa nopea tahti tunneta stalini hirmuteko väkiva verilöyly ed sinisalo pahoittaa mieli suomi korkeakoulumaaila tällainen teos","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_053_004","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","luopua vastoin perustus#laki sääntö vastoin voimassa olla laki laillinen yhteiskuntajärjestys laillinen hallitus#valta puolustaminen teoria tulevaisuus käytäntö voida maa tehdä vallankumous laki rikkoa parlamentaarinen puolustuskomitea vuosi komitea mm keskusta#puolue puheen#johtaja kokoomus puheen#johtaja","luopua vastoin perustuslaki sääntö vastoin voimassa olla laki laillinen yhteiskuntajärjestys laillinen hallitusvalta puolustaminen teoria tulevaisuus käytäntö voida maa tehdä vallankumous laki rikkoa parlamentaarinen puolustuskomitea vuosi komitea mm keskustapuolue puheenjohtaja kokoomus puheenjohtaja","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1969_1_058_005","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","ajaa hirvittävä periaate merkitä suomi perustus#laki kumoutuminen harvain#valta johtaa demokratia aika#kausi alkaminen maa lohdutus historia kertoa vallankumous syödä lapsi varma kansanedustaja kaappauksenne tehdä tultaa havaita käydä nilkkaan kansan#valta voima","ajaa hirvittävä periaate merkitä suomi perustuslaki kumoutuminen harvainvalta johtaa demokratia aikakausi alkaminen maa lohdutus historia kertoa vallankumous syödä lapsi varma kansanedustaja kaappauksenne tehdä tultaa havaita käydä nilkkaan kansanvalta voima","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1970_1_039_069","Suokas, Viljo",1925,2012,"Male","36-45","1960-2000","Very Short","luokkasota","osa vapaus#sota veteraaneinen jaoittelea puoli taistelu elää taloudellisesti sosiaalisesti puutteellinen olosuhtei skdl n ryhmä vapaus#sota luokkasota","osa vapaussota veteraaneinen jaoittelea puoli taistelu elää taloudellisesti sosiaalisesti puutteellinen olosuhtei skdl n ryhmä vapaussota luokkasota","Center",0,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1985_1_074_008","Kortesalmi, J. Juhani",1933,2019,"Male","46-55","1960-2000","Very Long","vallankumous","selvitä tavoite toivoa selonteossa tarpeen asia james wattä vuosi saada valmis höyrykone alkaa nssa teollinen vallankumous keksintöä asia seurata nopea mekanisoituminen kausi tuoda mukana vaikea yhteiskunnallinen probleemi syy siirtyä feodaaliaja kehittymättöä agraariyhteiskunna","selvitä tavoite toivoa selonteossa tarpeen asia james wattä vuosi saada valmis höyrykone alkaa nssa teollinen vallankumous keksintöä asia seurata nopea mekanisoituminen kausi tuoda mukana vaikea yhteiskunnallinen probleemi syy siirtyä feodaaliaja kehittymättöä agraariyhteiskunna","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1981_1_013_083","Vennamo, Veikko",1913,1997,"Male","66+","1960-2000","Long","sisällissota","sian#liha lisätä markkinoimismaksus valiokunta lähettää lakiesitys nykyinen vaihe paljastaa hämmästyttävä tosi#asia ensiksi eduskunnassakki paljastuda alastomuudessaan keppu raaka sisällissota kepu näyttää haavistolainen väyrysläis-tähkämaalainen iskeä kipuna sinkoilla viljelijä sivuseikka valta kysymys","sianliha lisätä markkinoimismaksus valiokunta lähettää lakiesitys nykyinen vaihe paljastaa hämmästyttävä tosiasia ensiksi eduskunnassakki paljastuda alastomuudessaan keppu raaka sisällissota kepu näyttää haavistolainen väyrysläis-tähkämaalainen iskeä kipuna sinkoilla viljelijä sivuseikka valta kysymys","Center",0,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_101_023","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","linja kuljtaa edustava sosialidemoktaatti murtaa kansan#valta peruste murtanee iloita selvä muistutta vallankumous syödä lapsi tie kuljtaa aika käydä ed liikasen nilkkaan","linja kuljtaa edustava sosialidemoktaatti murtaa kansanvalta peruste murtanee iloita selvä muistutta vallankumous syödä lapsi tie kuljtaa aika käydä ed liikasen nilkkaan","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1991_1_047_072","Aittoniemi, Sulo",1936,2016,"Male","46-55","1960-2000","Very Short","kapina","kapina-käsite todeta mahdollinen tarkoittaa väki#joukko yksituumainen käyttäytyminen väki#valta käyttää tarkoitus yhteiskuntajärjestelmä murtaminen vanha käsite muistaa kapina päivänä tarvita verrata tapahtuma ed laakso käyttää rikos pidättäminen sellainen rikos","kapina-käsite todeta mahdollinen tarkoittaa väkijoukko yksituumainen käyttäytyminen väkivalta käyttää tarkoitus yhteiskuntajärjestelmä murtaminen vanha käsite muistaa kapina päivänä tarvita verrata tapahtuma ed laakso käyttää rikos pidättäminen sellainen rikos","Center",0,1
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1977_1_087_057","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Short","vallankumous","maa korkea lainvalva oikeuskansleri jum#ala valvoa täyttää ryhdikkäästi velvollisuus ed e laine lokakuu vallankumous järjestää kolmas asia haluta puuttua eräänen asetus ennakkopidätykseen minä muistaa nykyinen suuntaus hallitus päättää sivuansioinen ennakkopidätys käytäntö","maa korkea lainvalva oikeuskansleri jumala valvoa täyttää ryhdikkäästi velvollisuus ed e laine lokakuu vallankumous järjestää kolmas asia haluta puuttua eräänen asetus ennakkopidätykseen minä muistaa nykyinen suuntaus hallitus päättää sivuansioinen ennakkopidätys käytäntö","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1980_1_061_090","Leppänen, Urpo",1944,2010,"Male","36-45","1960-2000","Very Short","kapina","tällainen kysymys vaara kysymys käyttää mielivalta pelätä eräs poliittinen päätöksentekijä päättää smp n puolue#kokous kapina hajottaa","tällainen kysymys vaara kysymys käyttää mielivalta pelätä eräs poliittinen päätöksentekijä päättää smp n puoluekokous kapina hajottaa","Center",0,1
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_2_057_090","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","monopolipääoma suuryhtiö toteaa skdl ä päin ymmärtää koetada leni neuvoa tue suurfirma kansa köyhtyä vallankumous margatiini yrittä panna maa sekaisin tukea ulkolainen pää#oma","monopolipääoma suuryhtiö toteaa skdl ä päin ymmärtää koetada leni neuvoa tue suurfirma kansa köyhtyä vallankumous margatiini yrittä panna maa sekaisin tukea ulkolainen pääoma","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1972_1_141_032","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Long","kapina","mielenilmaisu siellä käsity laajasti hyväksyä tällainen poliittinen peli ed kantola kukka keskusta#puolue taholla kapina käynti terve viljelijä hyväksyä virolaisen- katjalainen epäterve akseli härä puski pässi olla sula sovinno","mielenilmaisu siellä käsity laajasti hyväksyä tällainen poliittinen peli ed kantola kukka keskustapuolue taholla kapina käynti terve viljelijä hyväksyä virolaisen- katjalainen epäterve akseli härä puski pässi olla sula sovinno","Center",0,1
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1977_1_138_130","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Long","vallankumous","hoito sairas vastua k-linja selvästi haluta tuhota nykyinen vapaa yhteiskuntajärjestelm raskaa umpikujavirhei sanoa piilo tausta kommunismi vallankumous ohjailla k-linja välitys kansa tapahtua k-linja sisäpoliittinen tahto neuvostoliitto noudattaa valtiosopimus painos suomi puuttua maa sisäinen maassa","hoito sairas vastua k-linja selvästi haluta tuhota nykyinen vapaa yhteiskuntajärjestelm raskaa umpikujavirhei sanoa piilo tausta kommunismi vallankumous ohjailla k-linja välitys kansa tapahtua k-linja sisäpoliittinen tahto neuvostoliitto noudattaa valtiosopimus painos suomi puuttua maa sisäinen maassa","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_059_102","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Long","vallankumous","oikeammalla vasen äärisinisalolainen siipi heilua tehdä mukava suuri raha tuki kansa köyhtyä tyytymätön vallankumous pelätä paljasta taan pelata nurkka suuri raha etu paljastua silloin hukka periä no","oikeammalla vasen äärisinisalolainen siipi heilua tehdä mukava suuri raha tuki kansa köyhtyä tyytymätön vallankumous pelätä paljasta taan pelata nurkka suuri raha etu paljastua silloin hukka periä no","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_2_043_120","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Long","vallankumous","skdl joutua häpeäpaalu ollessa panttivanki hallitus keskustapuolue kymmenen vuosi piitata tuiko jälkela vallankumous vedenpaisumus päästä nauttia yhteis#kunta johtopaikoi etu totta totisesti vapaa viljelijä maa rasas hinta maksaa hinta poliittinen seutaamuksi","skdl joutua häpeäpaalu ollessa panttivanki hallitus keskustapuolue kymmenen vuosi piitata tuiko jälkela vallankumous vedenpaisumus päästä nauttia yhteiskunta johtopaikoi etu totta totisesti vapaa viljelijä maa rasas hinta maksaa hinta poliittinen seutaamuksi","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_1_044_078","Vennamo, Pekka",1944,NA,"Male","25-35","1960-2000","Very Long","vallankumous","rikastua kansa kustannus smp n voima kasvu patä tällainen onnettoma meno sulu ajautua sellainen tilanne kansa suorittaa vallankumous vaihto#ehtoisesti maassa toteuttaa sosialistinen vallankumous kuri-suomi herra puhe#mies viitata kaikki perustelui lausua todeta hallitus vastaus kasvu patä tällainen onnettoma meno sulu ajautua sellainen tilanne kansa suorittaa vallankumous vaihto#ehtoisesti maassa toteuttaa sosialistinen vallankumous kuri-suomi herra puhe#mies viitata kaikki perustelui lausua todeta hallitus vastaus kuulluinen hallituspuolue eduskuntaryhma puheenvuoroinen","rikastua kansa kustannus smp n voima kasvu patä tällainen onnettoma meno sulu ajautua sellainen tilanne kansa suorittaa vallankumous vaihtoehtoisesti maassa toteuttaa sosialistinen vallankumous kuri-suomi herra puhemies viitata kaikki perustelui lausua todeta hallitus vastaus kasvu patä tällainen onnettoma meno sulu ajautua sellainen tilanne kansa suorittaa vallankumous vaihtoehtoisesti maassa toteuttaa sosialistinen vallankumous kuri-suomi herra puhemies viitata kaikki perustelui lausua todeta hallitus vastaus kuulluinen hallituspuolue eduskuntaryhma puheenvuoroinen","Center",1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_2_036_063","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","suuri suos työ#mies saada työttömyys#korvaus tekosyä noudatada lenini ohje pääoma harvoi yritys kärsiä työ#mies katkeruus vallankumous raaka linja selittella smp n parannunen","suuri suos työmies saada työttömyyskorvaus tekosyä noudatada lenini ohje pääoma harvoi yritys kärsiä työmies katkeruus vallankumous raaka linja selittella smp n parannunen","Center",1,0
"Suomen pienviljelijäin puolue","http://ldf.fi/semparl/speeches/s1932_2_045_010","Kesti, Yrjö",1885,1960,"Male","46-55","1920-1960","Long","kapina","varustautua ase monisatainen joukko ase usea iltamayleisö löytää tarkastus panna toimi hallitus tiedon#anto toteaa kapina jäädä verettömä senvuo tyydytys merkitä ilmautua talonpoiki vapaus mentyä sellainen voida vaitiolo sivuuttaa olkoonkki hallitus","varustautua ase monisatainen joukko ase usea iltamayleisö löytää tarkastus panna toimi hallitus tiedonanto toteaa kapina jäädä verettömä senvuo tyydytys merkitä ilmautua talonpoiki vapaus mentyä sellainen voida vaitiolo sivuuttaa olkoonkki hallitus","Center",0,1
