"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina","Natioanalism","Socialism","Pacifst"
"Suomen Kristillisdemokraatit","http://ldf.fi/semparl/speeches/s1980_1_142_121","Ronkainen, Olavi",1933,2018,"Male","46-55","1960-2000","Very Short","vallankumous","vallankumous#liike palestiina täydellinen vapauttaminen sionismi ilmestyä israeli poliittinen taloudellinen sotilaallinen sivistyksellinen ideologinen likvidointi keino tavoitteemime saavuttaminen aseellinen kansallinen vallankumous palestiina arabikansa aseellinen vallankumous ratkaiseva tekijä vapaustaistelu sionisti läsnä#olo likvidoinni taistelu päättyä sionismi ilmentymä likvidoida palestii vapauttaa palestiina täydellinen vapauttaminen sionismi ilmestyä israeli poliittinen taloudellinen sotilaallinen sivistyksellinen ideologinen likvidointi keino tavoitteemime saavuttaminen aseellinen kansallinen vallankumous palestiina arabikansa aseellinen vallankumous ratkaiseva tekijä vapaustaistelu sionisti läsnä#olo likvidoinni taistelu päättyä sionismi ilmentymä likvidoida palestii vapauttaa sanoa damaskus","vallankumousliike palestiina täydellinen vapauttaminen sionismi ilmestyä israeli poliittinen taloudellinen sotilaallinen sivistyksellinen ideologinen likvidointi keino tavoitteemime saavuttaminen aseellinen kansallinen vallankumous palestiina arabikansa aseellinen vallankumous ratkaiseva tekijä vapaustaistelu sionisti läsnäolo likvidoinni taistelu päättyä sionismi ilmentymä likvidoida palestii vapauttaa palestiina täydellinen vapauttaminen sionismi ilmestyä israeli poliittinen taloudellinen sotilaallinen sivistyksellinen ideologinen likvidointi keino tavoitteemime saavuttaminen aseellinen kansallinen vallankumous palestiina arabikansa aseellinen vallankumous ratkaiseva tekijä vapaustaistelu sionisti läsnäolo likvidoinni taistelu päättyä sionismi ilmentymä likvidoida palestii vapauttaa sanoa damaskus","Right",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_013_038","Reinikainen, Oskari",1885,1969,"Male","25-35","Civil_War","Very Long","kapina, luokkasota, kansalaissota","työväk venäjä bolsheviki kelvoton johtaji yllyttämänä nousta aseellinen kapina yhteiskuntalaito kansa eduskuntaa johtaja jäseni kapina tehdä mieli saada hävittää käikki lainalainen elämä saada panna mielivä kapina tapahtua venäläinen johto johtaja jäseni kapina tehdä mieli saada hävittää käikki lainalainen elämä saada panna mielivä kapina tapahtua venäläinen johto aseilla ajan#kohta suomi itsenäisyys päivä vihdoin näyttää valkenea kaamea lisä kauhistuttava rikos sarja kapina etunenään julistaa kapina työ#väki taistela pää#oma kuvittelea taistelu työväen#luokka pitää taistella itse valtiollinen taloudellinen vapaus uskottelea aljtaa kapina luokkasota työ#väki porvaristo sosialidemokraattinen puolue johto saada joukko rehellistä työtätekevä kansa yhtyä kapina kauhea rikos joukko kunniallistakki työ#väki katsoa kapina työ#väki taistela pää#oma kuvittelea taistelu työväen#luokka pitää taistella itse valtiollinen taloudellinen vapaus uskottelea aljtaa kapina luokkasota työ#väki porvaristo sosialidemokraattinen puolue johto saada joukko rehellistä työtätekevä kansa yhtyä kapina kauhea rikos joukko kunniallistakki työ#väki katsoa nä velvollisuudeknen seurata kapina eräs puhe edellinen kesä tukhola jokin suomalainen lausua ankara taistelu suomi tulla tarkoitus marraskuu suurlako kansalais#sota jäädä tehdä köyhälistö valmistua niinkuin kansanvaltuus#kunta edustaja torniainen päivä maaliskuu vakuuttaa bolsheviki yleinen kokous pietari kapinavalmistus","työväk venäjä bolsheviki kelvoton johtaji yllyttämänä nousta aseellinen kapina yhteiskuntalaito kansa eduskuntaa johtaja jäseni kapina tehdä mieli saada hävittää käikki lainalainen elämä saada panna mielivä kapina tapahtua venäläinen johto johtaja jäseni kapina tehdä mieli saada hävittää käikki lainalainen elämä saada panna mielivä kapina tapahtua venäläinen johto aseilla ajankohta suomi itsenäisyys päivä vihdoin näyttää valkenea kaamea lisä kauhistuttava rikos sarja kapina etunenään julistaa kapina työväki taistela pääoma kuvittelea taistelu työväenluokka pitää taistella itse valtiollinen taloudellinen vapaus uskottelea aljtaa kapina luokkasota työväki porvaristo sosialidemokraattinen puolue johto saada joukko rehellistä työtätekevä kansa yhtyä kapina kauhea rikos joukko kunniallistakki työväki katsoa kapina työväki taistela pääoma kuvittelea taistelu työväenluokka pitää taistella itse valtiollinen taloudellinen vapaus uskottelea aljtaa kapina luokkasota työväki porvaristo sosialidemokraattinen puolue johto saada joukko rehellistä työtätekevä kansa yhtyä kapina kauhea rikos joukko kunniallistakki työväki katsoa nä velvollisuudeknen seurata kapina eräs puhe edellinen kesä tukhola jokin suomalainen lausua ankara taistelu suomi tulla tarkoitus marraskuu suurlako kansalaissota jäädä tehdä köyhälistö valmistua niinkuin kansanvaltuuskunta edustaja torniainen päivä maaliskuu vakuuttaa bolsheviki yleinen kokous pietari kapinavalmistus","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1926_1_061_032","Aalto, Johan",1886,1946,"Male","36-45","1920-1960","Long","kapina","presidentti oikeus sota#tila julistaminen sota kapina hallitus ehdottaa tällainen oikeus anneta presidentti silloin sota kapina näyttää syttyä pitää mainita parannuksen mikään määritellä kapina katsoa mainitsema parannuksell luonne lakkotaistelu okse jonkunlainen kapinailmaus vaikka leviä maa huomatusti tavallinen lakkotaistelu selittää poliittinen joukkoliikke tarkoitus kapina pohjola tuntea lakko minkäänlainen selitys puoli saada vanhoillisi aini myöntää lakko puhtaasti taloudellinen palkkaliikke ehdottomasti mieli osoittaa kapinallinen muuten valtiollinen luonne mikään muoto käsitys osa edus#kunta jäsen valio#kunta käsiteltää vastustaa laki ottaa selvennys kapina määriteltäinen syy tahdota tulevaisuus päästä keino#tekoisesti lakko tulkitsea kapinayrityknen saada maa sota#tila voida rajoittaa työläinen oikeus ottaa tehdä johtopäätös tarkoitus saada laki sellainen julistaa maa osa maa sota#tila sillon kapina tarkastella laki eteenpäin huomata lai rajoittaa työläisi perustus#laki taata oikeus määrin pitkälle mikään voida työvää taho käsittely lainen saada sellainen hyväksy puolesta mieli semmoinen sota kapina lailla suuri merkitys arvella nimittäin laki parempi tarkoitettaisiin rajoittaa mielivalta laki noudattaa","presidentti oikeus sotatila julistaminen sota kapina hallitus ehdottaa tällainen oikeus anneta presidentti silloin sota kapina näyttää syttyä pitää mainita parannuksen mikään määritellä kapina katsoa mainitsema parannuksell luonne lakkotaistelu okse jonkunlainen kapinailmaus vaikka leviä maa huomatusti tavallinen lakkotaistelu selittää poliittinen joukkoliikke tarkoitus kapina pohjola tuntea lakko minkäänlainen selitys puoli saada vanhoillisi aini myöntää lakko puhtaasti taloudellinen palkkaliikke ehdottomasti mieli osoittaa kapinallinen muuten valtiollinen luonne mikään muoto käsitys osa eduskunta jäsen valiokunta käsiteltää vastustaa laki ottaa selvennys kapina määriteltäinen syy tahdota tulevaisuus päästä keinotekoisesti lakko tulkitsea kapinayrityknen saada maa sotatila voida rajoittaa työläinen oikeus ottaa tehdä johtopäätös tarkoitus saada laki sellainen julistaa maa osa maa sotatila sillon kapina tarkastella laki eteenpäin huomata lai rajoittaa työläisi perustuslaki taata oikeus määrin pitkälle mikään voida työvää taho käsittely lainen saada sellainen hyväksy puolesta mieli semmoinen sota kapina lailla suuri merkitys arvella nimittäin laki parempi tarkoitettaisiin rajoittaa mielivalta laki noudattaa","Center",0,1,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1932_2_037_104","Voionmaa, Väinö",1869,1947,"Male","56-65","1920-1960","Long","kapina","joka#mies tietää tehdä sama hengenvedo ylistää sama yksinkertainen sydän itsetietoinen korkea isänmaallisuus lainkuuliaisuus myöntää mäntsälä yritys selvä kapina luulote la auttaa jättää suunnilleen ennalleen pääasiassa ennalleen puolesta vakuuttaa tukahduttaa yrittää marxilaisuus vapaamuurarius vastustaminen leia kansanvaltainen valtiojärjestys kumoaminen armahdus varma kumoamisyritys onnistua ei armahdus tarvita varma liikeyritys sellainen kapina tosiaan olla lapualaisuus kasvattaa kukkanen mäntsälä kapina moliittinen liikke turmiollisuus poistettavi poliitta keino kansa valita varma kumoamisyritys onnistua ei armahdus tarvita varma liikeyritys sellainen kapina tosiaan olla lapualaisuus kasvattaa kukkanen mäntsälä kapina moliittinen liikke turmiollisuus poistettavi poliitta keino kansa valita edus#kunta toimenpitein tuahdota käyttää muutos hyvä","jokamies tietää tehdä sama hengenvedo ylistää sama yksinkertainen sydän itsetietoinen korkea isänmaallisuus lainkuuliaisuus myöntää mäntsälä yritys selvä kapina luulote la auttaa jättää suunnilleen ennalleen pääasiassa ennalleen puolesta vakuuttaa tukahduttaa yrittää marxilaisuus vapaamuurarius vastustaminen leia kansanvaltainen valtiojärjestys kumoaminen armahdus varma kumoamisyritys onnistua ei armahdus tarvita varma liikeyritys sellainen kapina tosiaan olla lapualaisuus kasvattaa kukkanen mäntsälä kapina moliittinen liikke turmiollisuus poistettavi poliitta keino kansa valita varma kumoamisyritys onnistua ei armahdus tarvita varma liikeyritys sellainen kapina tosiaan olla lapualaisuus kasvattaa kukkanen mäntsälä kapina moliittinen liikke turmiollisuus poistettavi poliitta keino kansa valita eduskunta toimenpitein tuahdota käyttää muutos hyvä","Center",0,1,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1920_1_068_005","Pöyhönen, Taavi",1882,1961,"Male","36-45","1920-1960","Long","vallankumous, vapaussota, kapina","puoleen ylimalkaisesti kajoka porvarillinen puolue kanta valtiollinen vanki armahtaminen riippua nähdä puolue kansalaispiire armahdettaa kulloinkin kuulua venäjä vallankumous puheta maaliskuu vuoliväli maa porvaristo lukuisasti valtiollinen vanki venäjä siperiassa porvaristoda kanta armahtamisesta toimintaohjei joku sähkösanoma moskova punakaartaa venäläinen ase mies apu luulla voida kumoi mainitsta mieli#pide puolueeton arvostelu porvaristo nimittää vapaus#sota saada puhtaasti sisällinen sota kansalais#sota nimi luonne maa työväestö nyt käsittää muutama rehellisen porvari nimittää silloinen riitaisi puhtaasti porvarillinen parlamentil porvaristoda vallankaappaus historia nimittää mainio vallankumouknen laiton vallankaappaus kapina pohjana talonpoiki kapina nuija#sota nimi tuntea saada historia myötätuntoinen arvostelu maalaisliitto ihastua huomattavimma puoluelehde antaa kapinajoukko ylipäällikkö ilkka nimi myötätunto","puoleen ylimalkaisesti kajoka porvarillinen puolue kanta valtiollinen vanki armahtaminen riippua nähdä puolue kansalaispiire armahdettaa kulloinkin kuulua venäjä vallankumous puheta maaliskuu vuoliväli maa porvaristo lukuisasti valtiollinen vanki venäjä siperiassa porvaristoda kanta armahtamisesta toimintaohjei joku sähkösanoma moskova punakaartaa venäläinen ase mies apu luulla voida kumoi mainitsta mielipide puolueeton arvostelu porvaristo nimittää vapaussota saada puhtaasti sisällinen sota kansalaissota nimi luonne maa työväestö nyt käsittää muutama rehellisen porvari nimittää silloinen riitaisi puhtaasti porvarillinen parlamentil porvaristoda vallankaappaus historia nimittää mainio vallankumouknen laiton vallankaappaus kapina pohjana talonpoiki kapina nuijasota nimi tuntea saada historia myötätuntoinen arvostelu maalaisliitto ihastua huomattavimma puoluelehde antaa kapinajoukko ylipäällikkö ilkka nimi myötätunto","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1928_1_009_045","Svento, Reinhold",1881,1973,"Male","46-55","1920-1960","Long","vallankumous","hartia lepäävä parlamentti saada pysyväisen tuki#kohta taistelu rajaton rajoittaa yksinvalta periaatteellinen voitto asia saada porvarillinen vallankumous muutama maa hyväksyä sellainen hallitus#muoto edesvastuuton yksin#valta tilalle asettaa toiminnasta vastuunalainen tasa#valta presidentti porvarillinen vallankumous periaate pyrkiä luoda valtiollinen pohja asia saada porvarillinen vallankumous muutama maa hyväksyä sellainen hallitus#muoto edesvastuuton yksin#valta tilalle asettaa toiminnasta vastuunalainen tasa#valta presidentti porvarillinen vallankumous periaate pyrkiä luoda valtiollinen pohja poliittinen niinkuin sanoa porvarillinen kansanvalla johtaa ajatus edus#kunta lainsäädännöllinen itsemääräämisoikeus tasavaltalainen hallitusmuoto kansa itsemääräämisoikeus","hartia lepäävä parlamentti saada pysyväisen tukikohta taistelu rajaton rajoittaa yksinvalta periaatteellinen voitto asia saada porvarillinen vallankumous muutama maa hyväksyä sellainen hallitusmuoto edesvastuuton yksinvalta tilalle asettaa toiminnasta vastuunalainen tasavalta presidentti porvarillinen vallankumous periaate pyrkiä luoda valtiollinen pohja asia saada porvarillinen vallankumous muutama maa hyväksyä sellainen hallitusmuoto edesvastuuton yksinvalta tilalle asettaa toiminnasta vastuunalainen tasavalta presidentti porvarillinen vallankumous periaate pyrkiä luoda valtiollinen pohja poliittinen niinkuin sanoa porvarillinen kansanvalla johtaa ajatus eduskunta lainsäädännöllinen itsemääräämisoikeus tasavaltalainen hallitusmuoto kansa itsemääräämisoikeus","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1928_1_057_019","Pensas, Otto",1885,1940,"Male","36-45","1920-1960","Long","vallankumous","voida tehdä painaa sana käyttö ensiksi esitellä toukokuu päivä sosialidemokraattinen hallitus tarkoittaa karj#ala suojeluskuntafascisti joensuä ilmestyvä äänitorv esittää nerontuots kuulua vallankumous väri punainen tulinen samoinkuin ryssä päällyspas lisäisi uskaltaa ryssi ryssi hyväksi punainen lippu 1917—1918 liehua pyrkiä ainoastaan vallankumou anarkia merirosvovaltio kaltainen yhteis#kunnallinen tila va käsi vaikkapa hetki tehdä työ lähentää vallankumous tulo saäa vallankumous jatkua punakaärtilainen kernaasti hoka muisti toimia salassa julkisuus suomi kansa kova kohtalo","voida tehdä painaa sana käyttö ensiksi esitellä toukokuu päivä sosialidemokraattinen hallitus tarkoittaa karjala suojeluskuntafascisti joensuä ilmestyvä äänitorv esittää nerontuots kuulua vallankumous väri punainen tulinen samoinkuin ryssä päällyspas lisäisi uskaltaa ryssi ryssi hyväksi punainen lippu 1917—1918 liehua pyrkiä ainoastaan vallankumou anarkia merirosvovaltio kaltainen yhteiskunnallinen tila va käsi vaikkapa hetki tehdä työ lähentää vallankumous tulo saäa vallankumous jatkua punakaärtilainen kernaasti hoka muisti toimia salassa julkisuus suomi kansa kova kohtalo","Center",1,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1946_1_124_012","Pyy, Juho",1884,1978,"Male","56-65","1920-1960","Short","vallankumous","uskotella naapuria johtaja tunteese tapahtua tilanne historia lehdi mainita tapahtua tapahtua suomi suuri#ruhtinas#kunta muodostua venäjä vallankumous muuttaa järjestelmä neuvostotasavalla neuvostoliitto suomi tasa#valta täysi valtiollinen itsenäisyys elämä karjala maa saada edistyskaus kohdaknen sanoa kaikki","uskotella naapuria johtaja tunteese tapahtua tilanne historia lehdi mainita tapahtua tapahtua suomi suuriruhtinaskunta muodostua venäjä vallankumous muuttaa järjestelmä neuvostotasavalla neuvostoliitto suomi tasavalta täysi valtiollinen itsenäisyys elämä karjala maa saada edistyskaus kohdaknen sanoa kaikki","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1907_1_023_041","Sirola, Yrjö",1876,1936,"Male","25-35",NA,"Long","vallankumous","puristus käydä sietämättömäksi uskaltaa rikko ed castré pysähtyä jatkaa stämä poikkeus pohjola tukkilais menettely vallankumous suurlakkoda kumpikaan kansa oikeudentunto tuomita > poikkeaminen laki kirjaimi myöntää laki henki siteerata viittaus tuomari ohje osoittaa miten edistysmahdollisuus silloin valtiollinen uudistus#tie tukke sanoa uudistus saaminen näkyä kysyä eikähän ihmetteleätä tiedetää suuri vallankumous valtiollinen ääni#oikeus laajentaminen valtiollinen ääni#oikeus s olla edus#kunta päätös estää toimeentulema kunta hoitaisa asioita valvoisa","puristus käydä sietämättömäksi uskaltaa rikko ed castré pysähtyä jatkaa stämä poikkeus pohjola tukkilais menettely vallankumous suurlakkoda kumpikaan kansa oikeudentunto tuomita > poikkeaminen laki kirjaimi myöntää laki henki siteerata viittaus tuomari ohje osoittaa miten edistysmahdollisuus silloin valtiollinen uudistustie tukke sanoa uudistus saaminen näkyä kysyä eikähän ihmetteleätä tiedetää suuri vallankumous valtiollinen äänioikeus laajentaminen valtiollinen äänioikeus s olla eduskunta päätös estää toimeentulema kunta hoitaisa asioita valvoisa","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1922_1_018_061","Keto, Jaakko",1884,1947,"Male","36-45","1920-1960","Short","vallankumous","kansa ryhtyä aseellinen vasta#rinta europpa valtio luulla kehitys käydä niinkuin taho pyrkiä seuraus suinkaan yhteis#kunnallinen vallankumous joukko kansallinen sota ainoastaan aasia europa luulla aasiankki kansain europpa kansaada kansallinen olo sitten järjestää rauhallinen tie","kansa ryhtyä aseellinen vastarinta europpa valtio luulla kehitys käydä niinkuin taho pyrkiä seuraus suinkaan yhteiskunnallinen vallankumous joukko kansallinen sota ainoastaan aasia europa luulla aasiankki kansain europpa kansaada kansallinen olo sitten järjestää rauhallinen tie","Center",1,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1986_1_134_024","Paasilinna, Reino",1939,2022,"Male","46-55","1960-2000","Very Short","vallankumous","suomi puolueettomuuspolitiikka kokea arviointi suunta ilmeisestä selvä liioittelu vieläpä tarkoituksellinen sanoa venäjä vallankumous suomi itsenäisyys liittyä toinen molemmat porvarillinen vastustajiakki sdp nkp keskenään keskustella sdp","suomi puolueettomuuspolitiikka kokea arviointi suunta ilmeisestä selvä liioittelu vieläpä tarkoituksellinen sanoa venäjä vallankumous suomi itsenäisyys liittyä toinen molemmat porvarillinen vastustajiakki sdp nkp keskenään keskustella sdp","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_075_076","Hupli, Väinö",1886,1934,"Male","25-35","Civil_War","Very Long","kapina, vallankumous","kansa#kunta haavo lääkitseminen presidentti lincol ohjelmapuhea kauniisti lausua samantamaisesti lempeästi viisaasti palauttaa englanti boerikaina rauhallinen olo etelä-afrika ed von bor olla kapina suomi porvaristo noudattaa yhdysvaltain englanti esimerkki armahduskysymys maa e sisäpoliittinen tulevaisuus näyttää synkä sano sanoa muistaa porvaristo moni muu hyväksyä ihannoida kapina laillinen yhteis#kunta midä rikos nuijasota talonpoiki kapina laillinen hallitus ihistoriankirjoittaja kansa muutama aatelismieh lukuunottamatta tuntea myötä#tunto kapinallinen kohtaan ei silloinen laillinen hallitus kohtaan yksimielisesti imyönntää venäjä sotaväki kansa tehdä kapina laillinen esivaltaa onmistua kukistaa juhlia suomi porvaristo tapaus punainen mauha napinlävä venäjä vallankumous esiintyä isänmaa vapaus melastaja nikolai i n laillinen valta laittomasti kukistaa isänmaa itsenäinen valtio valtiopeto ei kulua oikeistosanomalehdissä uhata kapina mannerheima kolmannella tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kolmann tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen e ymmärtää joku tapahtuma historiallinen enemmistö alistua vähemmistö tahto yritys hetkellinen aseellinen voittoo päättye voida viedä maa taloudellinen kehitys eteenpäin taaksemäin demokratia vallankumous välttämätön demokraattinen muoto voida saavuttaa saavuttaa tuskallinen keino sosialismi toivoton är jetön yritys punakaartilla oikea patenttikeino amnestia käyttää n s kapina lausutaanl sana ammesti alkaa porvaristo kuulua huuto kapina puhkeamaisilla virsi veisata lakivaliokuntakki kesäinen mietinnö puhua viimeaikaisinen yhteis#kunnallinen järjestys uhkaavinen ilmiö olla lakivalio#kunta mietintö liittyä porvarillisi vastalausei kummitella kapina pelko minkälainen uhata ilmiö enimmäkseen kärmäsi tehdä härkänen keväällinen viipuri kapina tulla tieto e viipuri lainalainen järjestys kukistumaisilla sotaväki kertoa sähkösanoma miitei kapinallinen puoli pitää kokous pelastusarmeija hallitusa voimaton","kansakunta haavo lääkitseminen presidentti lincol ohjelmapuhea kauniisti lausua samantamaisesti lempeästi viisaasti palauttaa englanti boerikaina rauhallinen olo etelä-afrika ed von bor olla kapina suomi porvaristo noudattaa yhdysvaltain englanti esimerkki armahduskysymys maa e sisäpoliittinen tulevaisuus näyttää synkä sano sanoa muistaa porvaristo moni muu hyväksyä ihannoida kapina laillinen yhteiskunta midä rikos nuijasota talonpoiki kapina laillinen hallitus ihistoriankirjoittaja kansa muutama aatelismieh lukuunottamatta tuntea myötätunto kapinallinen kohtaan ei silloinen laillinen hallitus kohtaan yksimielisesti imyönntää venäjä sotaväki kansa tehdä kapina laillinen esivaltaa onmistua kukistaa juhlia suomi porvaristo tapaus punainen mauha napinlävä venäjä vallankumous esiintyä isänmaa vapaus melastaja nikolai i n laillinen valta laittomasti kukistaa isänmaa itsenäinen valtio valtiopeto ei kulua oikeistosanomalehdissä uhata kapina mannerheima kolmannella tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kolmann tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen e ymmärtää joku tapahtuma historiallinen enemmistö alistua vähemmistö tahto yritys hetkellinen aseellinen voittoo päättye voida viedä maa taloudellinen kehitys eteenpäin taaksemäin demokratia vallankumous välttämätön demokraattinen muoto voida saavuttaa saavuttaa tuskallinen keino sosialismi toivoton är jetön yritys punakaartilla oikea patenttikeino amnestia käyttää n s kapina lausutaanl sana ammesti alkaa porvaristo kuulua huuto kapina puhkeamaisilla virsi veisata lakivaliokuntakki kesäinen mietinnö puhua viimeaikaisinen yhteiskunnallinen järjestys uhkaavinen ilmiö olla lakivaliokunta mietintö liittyä porvarillisi vastalausei kummitella kapina pelko minkälainen uhata ilmiö enimmäkseen kärmäsi tehdä härkänen keväällinen viipuri kapina tulla tieto e viipuri lainalainen järjestys kukistumaisilla sotaväki kertoa sähkösanoma miitei kapinallinen puoli pitää kokous pelastusarmeija hallitusa voimaton","Center",0,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1937_1_029_025","Kivisalo, Väinö",1882,1953,"Male","46-55","1920-1960","Short","sisällissota, kapina","fispanja sota väärä puoli kysymys sopimunen suomi velvollinen tehdä espanja sisällis#sota voida rajoittaa yksinomaan espanja käsitdä estää laajentua yleinen maailmanpalo sota saada loppua ihmisyys kannalta toivottava tällaisena musta sana solvata suomi kansalainen nousta kapina laillinen hallitus herra julistaa espanja pieni vähemmistö kapina laillinen hallitus wvieläpä muukalaisilla miehi ase jalointa isänmaallisuus tällainen ajatuksenjuoksu johtaa teko arvostella millainen kommunisti edustaja tahtoa sanoa espanja hallitus s espanja cordeta edustaja espanja hallitus franco kapina heinäkuu aikoa ainoa kommunisti sosialisti näinolla puhe espanja kapinaillinen nousta taistelu kommunismi silkka pöty","fispanja sota väärä puoli kysymys sopimunen suomi velvollinen tehdä espanja sisällissota voida rajoittaa yksinomaan espanja käsitdä estää laajentua yleinen maailmanpalo sota saada loppua ihmisyys kannalta toivottava tällaisena musta sana solvata suomi kansalainen nousta kapina laillinen hallitus herra julistaa espanja pieni vähemmistö kapina laillinen hallitus wvieläpä muukalaisilla miehi ase jalointa isänmaallisuus tällainen ajatuksenjuoksu johtaa teko arvostella millainen kommunisti edustaja tahtoa sanoa espanja hallitus s espanja cordeta edustaja espanja hallitus franco kapina heinäkuu aikoa ainoa kommunisti sosialisti näinolla puhe espanja kapinaillinen nousta taistelu kommunismi silkka pöty","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s2019_1_080_031","Kiljunen, Kimmo",1951,NA,"Male","66+","2001-Present","Short","sisällissota","ahvenanmaalaisinen äänestää ruotsi liittyminen koka ruotsi kieli ruotsalaisuus silloinen ahvenanmaalainen identifikaatio kohde yhteiselo turbulenti suoma suomi käynti sisällissota kokea hankala suomi hallitus tietenkin tiukka ahvenanma osa suomi alue suomalainen suvereniteetti liioitellusti muotoilla","ahvenanmaalaisinen äänestää ruotsi liittyminen koka ruotsi kieli ruotsalaisuus silloinen ahvenanmaalainen identifikaatio kohde yhteiselo turbulenti suoma suomi käynti sisällissota kokea hankala suomi hallitus tietenkin tiukka ahvenanma osa suomi alue suomalainen suvereniteetti liioitellusti muotoilla","Center",0,0,1,0,0
