"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina","Natioanalism","Socialism","Pacifst"
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1917_3_040_035","Mäkelä, Vihtori",1869,1953,"Male","46-55","Civil_War","Very Long","kansalaissota","maa anarkia asettaa maa anarkia jalka johtaa sellainen yhteis#kunnallinen asema porvaristo työväestö kohta yhteis#kunnallinen onnettomuus kansalais#sota syttyä julma verinen nälkäinen joukko elämä riistää ratkaistaas suomi työväen#luokka suomi porvari#luokka välinen taistelu liittyä vieras aines estää taipuvainen ajatella kansalais#sota syttyä porvaristo ryhtyä työväenluokka taistella voida välttää vallankumouksellinen voima venäjä joitten kä- s maa porvaristo ottaa ryhtyä pelkä sota sosialidemokraattinen edustaja huone sota liittyä liike saada kansalaissota varma verisen laaja turmiollise syvemmä käydä luonne loimuaa lieska maa joutua vuosikaunen","maa anarkia asettaa maa anarkia jalka johtaa sellainen yhteiskunnallinen asema porvaristo työväestö kohta yhteiskunnallinen onnettomuus kansalaissota syttyä julma verinen nälkäinen joukko elämä riistää ratkaistaas suomi työväenluokka suomi porvariluokka välinen taistelu liittyä vieras aines estää taipuvainen ajatella kansalaissota syttyä porvaristo ryhtyä työväenluokka taistella voida välttää vallankumouksellinen voima venäjä joitten kä- s maa porvaristo ottaa ryhtyä pelkä sota sosialidemokraattinen edustaja huone sota liittyä liike saada kansalaissota varma verisen laaja turmiollise syvemmä käydä luonne loimuaa lieska maa joutua vuosikaunen","Center",0,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1928_1_057_019","Pensas, Otto",1885,1940,"Male","36-45","1920-1960","Long","vallankumous","voida tehdä painaa sana käyttö ensiksi esitellä toukokuu päivä sosialidemokraattinen hallitus tarkoittaa karj#ala suojeluskuntafascisti joensuä ilmestyvä äänitorv esittää nerontuots kuulua vallankumous väri punainen tulinen samoinkuin ryssä päällyspas lisäisi uskaltaa ryssi ryssi hyväksi punainen lippu 1917—1918 liehua pyrkiä ainoastaan vallankumou anarkia merirosvovaltio kaltainen yhteis#kunnallinen tila va käsi vaikkapa hetki tehdä työ lähentää vallankumous tulo saäa vallankumous jatkua punakaärtilainen kernaasti hoka muisti toimia salassa julkisuus suomi kansa kova kohtalo","voida tehdä painaa sana käyttö ensiksi esitellä toukokuu päivä sosialidemokraattinen hallitus tarkoittaa karjala suojeluskuntafascisti joensuä ilmestyvä äänitorv esittää nerontuots kuulua vallankumous väri punainen tulinen samoinkuin ryssä päällyspas lisäisi uskaltaa ryssi ryssi hyväksi punainen lippu 1917—1918 liehua pyrkiä ainoastaan vallankumou anarkia merirosvovaltio kaltainen yhteiskunnallinen tila va käsi vaikkapa hetki tehdä työ lähentää vallankumous tulo saäa vallankumous jatkua punakaärtilainen kernaasti hoka muisti toimia salassa julkisuus suomi kansa kova kohtalo","Center",1,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1922_1_027_042","Voionmaa, Väinö",1869,1947,"Male","46-55","1920-1960","Very Long","vallankumous","ryhmä kuulu käsitys sosialidemokraattinen ppuolue seisoa demokraattinen pohja demokraattinen pohja kuulua ehdottomasti parlamentarismi vallankumous tavottaa parlamentarismi kumota tarkoittaa parlamenttaarinen valta laajapohjainen kehitys saada yhteis#kunta mullistaa muutos tavota parlamentarismi kumota tarkoittaa parlamenttaarinen valta laajapohjainen kehitys saada yhteis#kunta mullistaa muutos vallankumous tapahtua yhteis#kunta kypsyä parlamenttaarinen tie lakipohjainen semmoinen yhteis#kunnallinen vallankumous semmoinen parlamentarismi tunnusta hyväksyä se jonkunlainen enemmistö","ryhmä kuulu käsitys sosialidemokraattinen ppuolue seisoa demokraattinen pohja demokraattinen pohja kuulua ehdottomasti parlamentarismi vallankumous tavottaa parlamentarismi kumota tarkoittaa parlamenttaarinen valta laajapohjainen kehitys saada yhteiskunta mullistaa muutos tavota parlamentarismi kumota tarkoittaa parlamenttaarinen valta laajapohjainen kehitys saada yhteiskunta mullistaa muutos vallankumous tapahtua yhteiskunta kypsyä parlamenttaarinen tie lakipohjainen semmoinen yhteiskunnallinen vallankumous semmoinen parlamentarismi tunnusta hyväksyä se jonkunlainen enemmistö","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1917_3_012_013","Mäkelä, Santeri",1870,1938,"Male","46-55",NA,"Long","vallankumous","yhteis#kunnallinen katastroofi tapahtua tapahtua oikeudettoma joutua nälkiintyä kuolema partaalle syöstä kansanluokka nousta viimeinen epätoivoinen ponnistus voittaa kaatua vallankumous välittää ajatella valtaistuinsalei parlamentei sanoma#lehti pyöti ääressä histori maailma synnytystuska värjyttää yhteiskuntaruuminen saada oppia kernaasti","yhteiskunnallinen katastroofi tapahtua tapahtua oikeudettoma joutua nälkiintyä kuolema partaalle syöstä kansanluokka nousta viimeinen epätoivoinen ponnistus voittaa kaatua vallankumous välittää ajatella valtaistuinsalei parlamentei sanomalehti pyöti ääressä histori maailma synnytystuska värjyttää yhteiskuntaruuminen saada oppia kernaasti","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1922_1_018_061","Keto, Jaakko",1884,1947,"Male","36-45","1920-1960","Short","vallankumous","kansa ryhtyä aseellinen vasta#rinta europpa valtio luulla kehitys käydä niinkuin taho pyrkiä seuraus suinkaan yhteis#kunnallinen vallankumous joukko kansallinen sota ainoastaan aasia europa luulla aasiankki kansain europpa kansaada kansallinen olo sitten järjestää rauhallinen tie","kansa ryhtyä aseellinen vastarinta europpa valtio luulla kehitys käydä niinkuin taho pyrkiä seuraus suinkaan yhteiskunnallinen vallankumous joukko kansallinen sota ainoastaan aasia europa luulla aasiankki kansain europpa kansaada kansallinen olo sitten järjestää rauhallinen tie","Center",1,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_075_076","Hupli, Väinö",1886,1934,"Male","25-35","Civil_War","Very Long","kapina, vallankumous","kansa#kunta haavo lääkitseminen presidentti lincol ohjelmapuhea kauniisti lausua samantamaisesti lempeästi viisaasti palauttaa englanti boerikaina rauhallinen olo etelä-afrika ed von bor olla kapina suomi porvaristo noudattaa yhdysvaltain englanti esimerkki armahduskysymys maa e sisäpoliittinen tulevaisuus näyttää synkä sano sanoa muistaa porvaristo moni muu hyväksyä ihannoida kapina laillinen yhteis#kunta midä rikos nuijasota talonpoiki kapina laillinen hallitus ihistoriankirjoittaja kansa muutama aatelismieh lukuunottamatta tuntea myötä#tunto kapinallinen kohtaan ei silloinen laillinen hallitus kohtaan yksimielisesti imyönntää venäjä sotaväki kansa tehdä kapina laillinen esivaltaa onmistua kukistaa juhlia suomi porvaristo tapaus punainen mauha napinlävä venäjä vallankumous esiintyä isänmaa vapaus melastaja nikolai i n laillinen valta laittomasti kukistaa isänmaa itsenäinen valtio valtiopeto ei kulua oikeistosanomalehdissä uhata kapina mannerheima kolmannella tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kolmann tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla ala#luokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen e ymmärtää joku tapahtuma historiallinen enemmistö alistua vähemmistö tahto yritys hetkellinen aseellinen voittoo päättye voida viedä maa taloudellinen kehitys eteenpäin taaksemäin demokratia vallankumous välttämätön demokraattinen muoto voida saavuttaa saavuttaa tuskallinen keino sosialismi toivoton är jetön yritys punakaartilla oikea patenttikeino amnestia käyttää n s kapina lausutaanl sana ammesti alkaa porvaristo kuulua huuto kapina puhkeamaisilla virsi veisata lakivaliokuntakki kesäinen mietinnö puhua viimeaikaisinen yhteis#kunnallinen järjestys uhkaavinen ilmiö olla lakivalio#kunta mietintö liittyä porvarillisi vastalausei kummitella kapina pelko minkälainen uhata ilmiö enimmäkseen kärmäsi tehdä härkänen keväällinen viipuri kapina tulla tieto e viipuri lainalainen järjestys kukistumaisilla sotaväki kertoa sähkösanoma miitei kapinallinen puoli pitää kokous pelastusarmeija hallitusa voimaton","kansakunta haavo lääkitseminen presidentti lincol ohjelmapuhea kauniisti lausua samantamaisesti lempeästi viisaasti palauttaa englanti boerikaina rauhallinen olo etelä-afrika ed von bor olla kapina suomi porvaristo noudattaa yhdysvaltain englanti esimerkki armahduskysymys maa e sisäpoliittinen tulevaisuus näyttää synkä sano sanoa muistaa porvaristo moni muu hyväksyä ihannoida kapina laillinen yhteiskunta midä rikos nuijasota talonpoiki kapina laillinen hallitus ihistoriankirjoittaja kansa muutama aatelismieh lukuunottamatta tuntea myötätunto kapinallinen kohtaan ei silloinen laillinen hallitus kohtaan yksimielisesti imyönntää venäjä sotaväki kansa tehdä kapina laillinen esivaltaa onmistua kukistaa juhlia suomi porvaristo tapaus punainen mauha napinlävä venäjä vallankumous esiintyä isänmaa vapaus melastaja nikolai i n laillinen valta laittomasti kukistaa isänmaa itsenäinen valtio valtiopeto ei kulua oikeistosanomalehdissä uhata kapina mannerheima kolmannella tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kolmann tuleminen kysymys porvaristo etu mukainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina vaikkapa maannetos pitää maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti maa korkeasti oppia oikeisto huoli sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen sellainen kapina kuvata rikos arvosteltava kapina onnettomuus sattua olla alaluokka kapina porvaristo etu vastainen kapina saavuttaa porvaristo taho vähintä ymmärtämä arva sanottu johdosta mahdollisesti syyttää kapina hyväksyminen e ymmärtää joku tapahtuma historiallinen enemmistö alistua vähemmistö tahto yritys hetkellinen aseellinen voittoo päättye voida viedä maa taloudellinen kehitys eteenpäin taaksemäin demokratia vallankumous välttämätön demokraattinen muoto voida saavuttaa saavuttaa tuskallinen keino sosialismi toivoton är jetön yritys punakaartilla oikea patenttikeino amnestia käyttää n s kapina lausutaanl sana ammesti alkaa porvaristo kuulua huuto kapina puhkeamaisilla virsi veisata lakivaliokuntakki kesäinen mietinnö puhua viimeaikaisinen yhteiskunnallinen järjestys uhkaavinen ilmiö olla lakivaliokunta mietintö liittyä porvarillisi vastalausei kummitella kapina pelko minkälainen uhata ilmiö enimmäkseen kärmäsi tehdä härkänen keväällinen viipuri kapina tulla tieto e viipuri lainalainen järjestys kukistumaisilla sotaväki kertoa sähkösanoma miitei kapinallinen puoli pitää kokous pelastusarmeija hallitusa voimaton","Center",0,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1920_1_054_016","Paasivuori, Matti",1866,1937,"Male","46-55","1920-1960","Very Short","vallankumous","katsoa helppo vuosi hyväksyä maanvuokra takautua laki minkälainen hautauspuhe porvari talo pitää niinkuin tehdä yhteis#kunnallinen vallankumous säätää tuollainen pikkunen takautuva laki muutama vuosi turvata maanvuokraaji oikeus torpi ottaa pöytä#kirja lukea millainen hautauspuhea porvari johtaja pitää","katsoa helppo vuosi hyväksyä maanvuokra takautua laki minkälainen hautauspuhe porvari talo pitää niinkuin tehdä yhteiskunnallinen vallankumous säätää tuollainen pikkunen takautuva laki muutama vuosi turvata maanvuokraaji oikeus torpi ottaa pöytäkirja lukea millainen hautauspuhea porvari johtaja pitää","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1922_1_017_003","Keto, Jaakko",1884,1947,"Male","36-45","1920-1960","Very Long","vallankumous","pyrkiä väkivalla levittää kommunismi toinen kansa valtava enemmistö venäjä kommunisti pyrkiä wieä asia voitto venäjä ase venäjä ase suorittaa yhteis#kunnallinen vallankumous uusi valtio merkitä palautuminen venäjä ohjelma taho puola sota radek lausua ympärysvalto suorittaa radek lausua ympärysvalto suorittaa ratkaiseva taistelu reini varrella suuri venäjä hallita joukko väkivaltainen ulkopolitiikka yllä kaunis aatteellinen verho yhteis#kunnallinen vallankumous senjäle käydä selvä ohjelma käytännöllinen toteutumismahdollisuus taho ruvtaa ilmoittaa suosittava rauhallinen ulkovpolitiikka","pyrkiä väkivalla levittää kommunismi toinen kansa valtava enemmistö venäjä kommunisti pyrkiä wieä asia voitto venäjä ase venäjä ase suorittaa yhteiskunnallinen vallankumous uusi valtio merkitä palautuminen venäjä ohjelma taho puola sota radek lausua ympärysvalto suorittaa radek lausua ympärysvalto suorittaa ratkaiseva taistelu reini varrella suuri venäjä hallita joukko väkivaltainen ulkopolitiikka yllä kaunis aatteellinen verho yhteiskunnallinen vallankumous senjäle käydä selvä ohjelma käytännöllinen toteutumismahdollisuus taho ruvtaa ilmoittaa suosittava rauhallinen ulkovpolitiikka","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_077_004","Lehtokoski, Aino",1886,1949,"Female","25-35","Civil_War","Very Long","kansalaissota","helmikuu numero niinä kauniisti sovittaa yhteis#työ edus#kunta tulla tehdä mienkä välttamäitön toteuttaa yhteiskunnallinen uudistus mienkä välttämätön ryhtyä n syvä haavo parantaa kansalais#sota tuoda mukana täytytä kvsy todella tehdä vastaus eittämättömästi kuulua työväestö ymmärtää puheenvuoroinen päättää tämä ilta","helmikuu numero niinä kauniisti sovittaa yhteistyö eduskunta tulla tehdä mienkä välttamäitön toteuttaa yhteiskunnallinen uudistus mienkä välttämätön ryhtyä n syvä haavo parantaa kansalaissota tuoda mukana täytytä kvsy todella tehdä vastaus eittämättömästi kuulua työväestö ymmärtää puheenvuoroinen päättää tämä ilta","Center",0,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_014_050","Voionmaa, Väinö",1869,1947,"Male","46-55","Civil_War","Very Long","kapina, vallankumous","esittää sellainen mieli#pide se tehdä puolueeton vankienhoitaja niin#ikään esittää erottamattoma noin s valkoinen terrori punainen kapina keskenään vallita loogillinen yhteys syy seuraus voida toisista eroittaa myöntää surettava keskenään käsittää suuri yhteiskunnallinen kysymys sellainen persoonallinen käräjänkäynni moni tahtoa kääntää puhua kapina syy nsko kapina yksilö ilkeys ilkimys aikaansaama muu syy yksityinen ilkiö yllyttäa kapina maaperä varmaan suomi työväellä kukaan asianajaja edus#kunta mieli suomi työväi maa tappio puolelta tuomita kapina tihutyödä ihminen ei kansalainen emmekä puolue jäseni hyväksyä toivottava toiselta puoli tuomita selvästi järjestelmä kansalaisonnettomuus käydä ed a h virkkuni ihmetellä voida tyytymätön yhteiskunta surullinen punainen kapina sattua voida tyytymätön olivatko sisäiset olkoa ihanteellinen ed furuhjelm mieli sattuvasti huomauttaa eräs suuri sisällinen syy kapina nimittäin ihminen joutua valkoinen terrori alainen hindulaisi arvattavasti katsoa hindulainen kapina kukistaja englantilainen verrattavi tulla ilmaisse kapina rotuanen pyytää huomauttaa seikka hindulais jälkeläinen päivä yrittää luoda englanti ii niskoilta luultavasti maailma poistaa mieli #luulo vakaumus kapina onnettomuus kaikkein syvä sisällinen syy rotuoloissataa suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailman#sota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosiali#demokraatti voida suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailman#sota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosiali#demokraatti voida päästä yhteiskunta saada kansalaisoikeus valtiollinen elämisoikeus maa ikuinen aika luopua kaikki vallankumouknen historia todistaa aika luopua kaikki vallankumouknen historia todistaa turmiollinen vallankumous laatu ei tahtoa sanoa vallankumous vallankumous ikävä osa eurooppalainen vallankumous suinkaan kumo totuus vallankumous historia tapahtua","esittää sellainen mielipide se tehdä puolueeton vankienhoitaja niinikään esittää erottamattoma noin s valkoinen terrori punainen kapina keskenään vallita loogillinen yhteys syy seuraus voida toisista eroittaa myöntää surettava keskenään käsittää suuri yhteiskunnallinen kysymys sellainen persoonallinen käräjänkäynni moni tahtoa kääntää puhua kapina syy nsko kapina yksilö ilkeys ilkimys aikaansaama muu syy yksityinen ilkiö yllyttäa kapina maaperä varmaan suomi työväellä kukaan asianajaja eduskunta mieli suomi työväi maa tappio puolelta tuomita kapina tihutyödä ihminen ei kansalainen emmekä puolue jäseni hyväksyä toivottava toiselta puoli tuomita selvästi järjestelmä kansalaisonnettomuus käydä ed a h virkkuni ihmetellä voida tyytymätön yhteiskunta surullinen punainen kapina sattua voida tyytymätön olivatko sisäiset olkoa ihanteellinen ed furuhjelm mieli sattuvasti huomauttaa eräs suuri sisällinen syy kapina nimittäin ihminen joutua valkoinen terrori alainen hindulaisi arvattavasti katsoa hindulainen kapina kukistaja englantilainen verrattavi tulla ilmaisse kapina rotuanen pyytää huomauttaa seikka hindulais jälkeläinen päivä yrittää luoda englanti ii niskoilta luultavasti maailma poistaa mieli luulo vakaumus kapina onnettomuus kaikkein syvä sisällinen syy rotuoloissataa suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailmansota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosialidemokraatti voida suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailmansota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosialidemokraatti voida päästä yhteiskunta saada kansalaisoikeus valtiollinen elämisoikeus maa ikuinen aika luopua kaikki vallankumouknen historia todistaa aika luopua kaikki vallankumouknen historia todistaa turmiollinen vallankumous laatu ei tahtoa sanoa vallankumous vallankumous ikävä osa eurooppalainen vallankumous suinkaan kumo totuus vallankumous historia tapahtua","Center",0,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1920_1_115_046","Rapo, Jussi",1878,1951,"Male","36-45","1920-1960","Long","vallankumous","talo kustannus nousta vär hintään miln punta kesäkuussalontoo pitää asuntokongressi ulko#maalainen osanottaja ihmetellä englantilainen suuri yritys asuntopula poistaminen vastata oppait taho lyhyesti vallankumous kalliimmaa ymmärtää vallankumous yhteiskunnallinen epäkohti johdosta ymmärtää vallankumous kallis vaikkapa englantilaisi olla vallankumous","talo kustannus nousta vär hintään miln punta kesäkuussalontoo pitää asuntokongressi ulkomaalainen osanottaja ihmetellä englantilainen suuri yritys asuntopula poistaminen vastata oppait taho lyhyesti vallankumous kalliimmaa ymmärtää vallankumous yhteiskunnallinen epäkohti johdosta ymmärtää vallankumous kallis vaikkapa englantilaisi olla vallankumous","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1920_1_057_018","Heinonen, Kaarlo",1878,1944,"Male","36-45","1920-1960","Long","vallankumous","rakentaa säästtä tiili puutavara kiinnittä kallis rauta yksi rakennus kattotuole vastata englantilainen asunto-olo tuntija lyhyesti kallis vallankumous kalliimma lyhyt vastaus todistaa käsitys englantilainen asunto-olo merkitys yhteiskunnallinen olo asunto-olo vaikuttaa yhteiskunta-olo rauhoittavasti taikka mullistavasti sellainen","rakentaa säästtä tiili puutavara kiinnittä kallis rauta yksi rakennus kattotuole vastata englantilainen asunto-olo tuntija lyhyesti kallis vallankumous kalliimma lyhyt vastaus todistaa käsitys englantilainen asunto-olo merkitys yhteiskunnallinen olo asunto-olo vaikuttaa yhteiskunta-olo rauhoittavasti taikka mullistavasti sellainen","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1921_1_019_008","Ampuja, Mikko",1882,1947,"Male","36-45","1920-1960","Very Short","kapina","varsin tporvaristo taho usein pyriityätä käsitellä sisällis#sota syy yhteis#kunnallinen tausta hankkia yksi henkilö johtaja kiihoittaja joitten aikaansaama kapina keskustelu mainita ed erich r kapinallinen voida verrata vallankumouksellisi sanoa syy voida tehdä","varsin tporvaristo taho usein pyriityätä käsitellä sisällissota syy yhteiskunnallinen tausta hankkia yksi henkilö johtaja kiihoittaja joitten aikaansaama kapina keskustelu mainita ed erich r kapinallinen voida verrata vallankumouksellisi sanoa syy voida tehdä","Center",0,1,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1917_3_039_003","Manner, Kullervo",1880,1939,"Male","36-45","Civil_War","Very Long","vallankumous, kapina","tehdä itsepuolesta semmoinen työ#väki asema kohottaa parantaa tämmöinen olo täytyä pakko syntyä maaperä kumouksellinen ajattelu kumouksellinen toiminta tulla venäjä viimekeväinen vallankumous vavahuttaa niinkuin sähköisku tämä yhteis#kunta luulla porvaristossakki joukko katsoa niinkuin odottaa tapahtuma toivoa suomi todistus todistus sittenkin porvaristo vakava edistysmielisyys voida pesiytyä ollenkaan taantumuksellisuus jatkua syksy kulua venäjä puhkesi tuntea kornilofi in kapina huomata suomi porvarisuunta määräävinen lehti katsella erikoinen suon nähden lasketuilla toivea semmoinen vieroa tuomitsi nousta porvaristo verihurti yhteis#kunnallinen rauha häiritsijöi nimittää kaikki paha nimityksi ranskankielellä runsas varasto ranska vallankumous eteenpäin kestää vuosikaunen päättyä yksistään maa alkaa kulo levitä eurooppa sivistyneenen maailma kypsän eurooppa sivistyneenen maailma kypsän maa#perä vähitellen taistelu nousta kehittyä porvarillinen yhteis#kunta muoto päivä ranska vallankumous saksa voida saada vaikutus maaperä siellä olo taloudellinen poliittinen kehittyä sellainen vallankumous välttämätön kapitalistinen ranska vallankumous saksa voida saada vaikutus maaperä siellä olo taloudellinen poliittinen kehittyä sellainen vallankumous välttämätön kapitalistinen yhteis#kunta ylirakenne valtio vuorosta rupeaa saada semmoinen muoto vähitellen vältämätön kapitalistinen talousjärjestelmä vaihtuminen tahtoa","tehdä itsepuolesta semmoinen työväki asema kohottaa parantaa tämmöinen olo täytyä pakko syntyä maaperä kumouksellinen ajattelu kumouksellinen toiminta tulla venäjä viimekeväinen vallankumous vavahuttaa niinkuin sähköisku tämä yhteiskunta luulla porvaristossakki joukko katsoa niinkuin odottaa tapahtuma toivoa suomi todistus todistus sittenkin porvaristo vakava edistysmielisyys voida pesiytyä ollenkaan taantumuksellisuus jatkua syksy kulua venäjä puhkesi tuntea kornilofi in kapina huomata suomi porvarisuunta määräävinen lehti katsella erikoinen suon nähden lasketuilla toivea semmoinen vieroa tuomitsi nousta porvaristo verihurti yhteiskunnallinen rauha häiritsijöi nimittää kaikki paha nimityksi ranskankielellä runsas varasto ranska vallankumous eteenpäin kestää vuosikaunen päättyä yksistään maa alkaa kulo levitä eurooppa sivistyneenen maailma kypsän eurooppa sivistyneenen maailma kypsän maaperä vähitellen taistelu nousta kehittyä porvarillinen yhteiskunta muoto päivä ranska vallankumous saksa voida saada vaikutus maaperä siellä olo taloudellinen poliittinen kehittyä sellainen vallankumous välttämätön kapitalistinen ranska vallankumous saksa voida saada vaikutus maaperä siellä olo taloudellinen poliittinen kehittyä sellainen vallankumous välttämätön kapitalistinen yhteiskunta ylirakenne valtio vuorosta rupeaa saada semmoinen muoto vähitellen vältämätön kapitalistinen talousjärjestelmä vaihtuminen tahtoa","Center",0,0,0,1,1
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1931_1_069_053","Ampuja, Mikko",1882,1947,"Male","46-55","1920-1960","Short","vallankumous","selvittää valtiososialismi pyri hävittää nykyinen valtio kehittää historiallisesti kehittyä yhteis#kunta edellyttää pohja menetelmä yhteiskunta#luokka vallankumous luokata valtio marxilainen sosialismi olo tasainen kehittää silmälläpitää yhteis#kunta kokonaisuus etu valtiososialismi valtioyhteiskunnallisuus vieraskielinen sana pelottaa porvari","selvittää valtiososialismi pyri hävittää nykyinen valtio kehittää historiallisesti kehittyä yhteiskunta edellyttää pohja menetelmä yhteiskuntaluokka vallankumous luokata valtio marxilainen sosialismi olo tasainen kehittää silmälläpitää yhteiskunta kokonaisuus etu valtiososialismi valtioyhteiskunnallisuus vieraskielinen sana pelottaa porvari","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1922_1_037_030","Tainio, Taavi",1874,1929,"Male","46-55","1920-1960","Very Long","vallankumous","typerä luulla suojeluskunti voitava estää yhteis#kunnallinen vallankumous suojeluskunta olla pienimpänääs tekijä työväenluokka todella nousta valta yhteis#kunnallinen vallankumous todella tapahtua oikealta yrittää tapahtua varma selitys sentään sanoa kanta kumouknen kulkea kehitys kumous tarvita suinkaan ymmärtää aseellinen — vallankumouknen merkitä aimoastaan sortaa luokka valta pääsy merkitä yhteis#kunnallinen vallankumous vieläkin sortaa luokka valta päätä riipu asevoiminen riippua enemmistö tuleva luokka siveellisinen voima kyky ed renvall tervetulla","typerä luulla suojeluskunti voitava estää yhteiskunnallinen vallankumous suojeluskunta olla pienimpänääs tekijä työväenluokka todella nousta valta yhteiskunnallinen vallankumous todella tapahtua oikealta yrittää tapahtua varma selitys sentään sanoa kanta kumouknen kulkea kehitys kumous tarvita suinkaan ymmärtää aseellinen — vallankumouknen merkitä aimoastaan sortaa luokka valta pääsy merkitä yhteiskunnallinen vallankumous vieläkin sortaa luokka valta päätä riipu asevoiminen riippua enemmistö tuleva luokka siveellisinen voima kyky ed renvall tervetulla","Center",1,0,0,1,0
